Price,year,month,dayofmonth,quarter,dayofyear,weekofyear,dayofweek,c_DBSCAN,c_BIRCH,pca1,pca2,diff1,diff2,d_m3,d_m12,exp_0_05,exp_0_03,exp_0_08
370.735,1984,1,31,1,31,5,1,0,0,-2.7931421628684974,1.4515121064062977,-17.325000762939453,-4.096000671386719,379.93700000000035,415.2548333333336,415.09207483991,402.67054473279825,412.42792719391974
386.038,1984,2,29,1,60,9,2,0,0,-2.802808982992094,0.561637758904114,15.303000450134277,8.259000778198242,381.61100000000033,406.3006666666669,413.6393710979145,402.1715683908143,410.3167330184062
394.74300000000005,1984,3,31,1,91,13,5,0,0,-1.9518886142292886,-0.4927952735095497,8.704999923706055,26.030000686645508,383.838666666667,404.1370000000002,412.69455254301874,401.9487113390898,409.0708343769337
381.371,1984,4,30,2,121,18,0,0,0,-1.2925094269645026,1.6762363692804028,-13.371999740600586,-28.674999237060547,387.3840000000003,399.82033333333356,411.1283749158678,401.3313799989171,406.854847626779
376.957,1984,5,31,2,152,22,3,0,0,-0.6518647750584927,0.42588239067959754,-4.414000034332275,-13.118999481201172,384.35700000000026,394.7840000000003,409.4198061700744,400.6001485989496,404.46301981663674
378.314,1984,6,30,2,182,26,5,0,0,-0.44151371759568403,-0.7421922454654675,1.3569999933242798,14.729000091552734,378.8806666666669,391.88116666666696,407.8645158615707,399.9315641409811,402.37109823130584
347.598,1984,7,31,3,213,31,1,1,2,0.648159064112303,1.3445600548687446,-30.715999603271484,-26.302000045776367,367.6230000000002,385.6272500000003,404.85119006849214,398.36155721675163,397.9892503728014
347.67699999999996,1984,8,31,3,244,35,4,1,2,1.078527999161517,-0.10171486991920181,0.07900000363588333,-1.277999997138977,357.8630000000001,379.9165833333336,401.9924805650675,396.8410205002491,393.96427034297733
340.945,1984,9,30,3,274,39,6,1,2,1.2888790566243258,-1.2697895060642668,-6.73199987411499,23.983999252319336,345.40666666666675,373.97491666666696,398.94010653681414,395.1641398852416,389.7227287155392
340.217,1984,10,31,4,305,44,2,1,2,2.3785518383323128,0.8169627942699451,-0.7279999852180481,-0.8069999814033508,342.9463333333335,369.4725833333336,396.0039512099734,393.5157256886843,385.76227041829605
341.286,1984,11,30,4,335,48,4,1,2,2.5889028957951217,-0.3511118418751198,1.069000005722046,7.800999641418457,340.8160000000002,366.16175000000027,393.2680536494747,391.9488339180238,382.2041687848324
319.622,1984,12,31,4,366,1,0,1,2,1.6872578560405873,2.21221272800136,-21.663999557495117,-20.935998916625977,333.70833333333354,360.4585833333336,389.585750967001,389.77902890048307,377.1975952820459
302.85200000000003,1985,1,31,1,31,5,3,0,0,-2.785356139832959,0.48309499678978773,-16.770000457763672,-17.839000701904297,321.2533333333336,354.80166666666696,385.24906341865096,387.17121803346856,371.24994765948225
299.83299999999997,1985,2,28,1,59,9,3,0,0,-3.0150408375429603,-0.12857906206951486,-3.0190000534057617,18.645000457763672,307.4356666666669,347.6179166666669,380.97826024771837,384.5510714924645,365.5365918467237
303.205,1985,3,31,1,90,13,6,0,0,-1.9538447519233604,-0.9870911482960367,3.371999979019165,20.142000198364258,301.96333333333354,339.98975000000024,377.08959723533246,382.11068934769054,360.5500644989858
324.883,1985,4,30,2,120,18,1,0,0,-1.2944655646585737,1.181940494493915,21.67799949645996,24.696998596191406,309.3070000000002,335.2824166666669,374.4792673735658,380.3938586672598,357.6966993390669
316.395,1985,5,31,2,151,22,4,0,0,-0.6538209127525642,-0.06841348410689015,-8.48799991607666,-11.859999656677246,314.82766666666686,330.23558333333364,371.5750540048875,378.473892907242,354.39256339194156
316.298,1985,6,30,2,181,26,6,0,0,-0.4434698552897554,-1.2364881202519558,-0.09700000286102295,-21.774999618530273,319.1920000000002,325.06758333333363,368.81120130464313,376.6086161200247,351.3449983205862
317.202,1985,7,31,3,212,31,2,1,2,0.6462029264182317,0.850264180082257,0.9039999842643738,9.392000198364258,316.63166666666683,322.5345833333336,366.230741239411,374.8264176364239,348.6135584549394
330.131,1985,8,31,3,243,35,5,1,2,1.0765718614674458,-0.5960107447056892,12.928999900817871,13.026000022888184,321.21033333333344,321.072416666667,364.4257541774404,373.4855551073312,347.13495377854423
323.764,1985,9,30,3,273,40,0,1,2,1.282152022213321,1.5468829859800721,-6.367000102996826,-7.270999908447266,323.6990000000001,319.64066666666696,362.3926664685684,371.99390845411125,345.2652774762607
326.093,1985,10,31,4,304,44,3,1,2,2.3765957006382417,0.3226669194834577,2.3289999961853027,-10.600000381469727,326.66266666666684,318.46366666666694,360.57768314513993,370.61688120048785,343.73149527815985
325.548,1985,11,30,4,334,48,5,1,2,2.5869467581010506,-0.8454077166616071,-0.5450000166893005,5.822000026702881,325.13500000000016,317.152166666667,358.8261989878829,369.2648147644732,342.27681565590706
321.985,1985,12,31,4,365,1,1,1,2,1.685301718346517,1.7179168532148723,-3.562999963760376,-5.892000198364258,324.5420000000002,317.3490833333336,356.9841390384887,367.84642032153903,340.65347040343454
345.561,1986,1,31,1,31,5,4,0,0,-2.782475626204629,-0.01094555992328985,23.576000213623047,24.121000289916992,331.0313333333335,320.908166666667,356.4129820865643,367.17785771189284,341.0460727711598
339.05300000000005,1986,2,28,1,59,9,4,0,0,-3.0121603239146304,-0.6226196187825924,-6.507999897003174,-2.944999933242798,335.5330000000002,324.1765000000003,355.54498298223604,366.334111980536,340.88662694946703
346.095,1986,3,31,1,90,14,0,0,0,-1.955735135011964,1.8298366618217123,7.041999816894531,-16.534000396728516,343.56966666666693,327.750666666667,355.07248383312424,365.7269386211199,341.30329679350973
340.716,1986,4,30,2,120,18,2,0,0,-1.2915850510302438,0.6878999377808374,-5.379000186920166,1.1289997100830078,341.9546666666669,329.0700833333337,354.354659641468,364.9766104624863,341.25631305002895
342.325,1986,5,31,2,151,22,5,0,0,-0.6509403991242345,-0.5624540408199679,1.6089999675750732,-5.432999610900879,343.04533333333353,331.230916666667,353.75317665939457,364.2970621486117,341.34180800602667
342.798,1986,6,30,2,181,27,0,0,0,-0.4453602383783597,1.5804396898657946,0.4729999899864197,5.8520002365112305,341.94633333333354,333.43925000000036,353.2054178264248,363.6520902841533,341.4583033655445
348.55400000000003,1986,7,31,3,212,31,3,1,2,0.6490834400465613,0.35622362336917934,5.75600004196167,4.147000312805176,344.5590000000002,336.051916666667,352.9728469351036,363.1991475756287,342.02595909630094
376.29,1986,8,31,3,243,35,6,1,2,1.0794523750957756,-1.0900513014187672,27.736000061035156,27.26300048828125,355.88066666666685,339.89850000000035,354.1387045883484,363.5918731483598,344.7670823685969
418.152,1986,9,30,3,273,40,1,1,2,1.2850325358416503,1.052842429266995,41.86199951171875,36.10599899291992,380.99866666666685,347.764166666667,357.339369358931,365.228676953909,350.63787577910915
423.86300000000006,1986,10,31,4,304,44,4,1,2,2.3794762142665715,-0.17137363722961993,5.710999965667725,-22.024999618530273,406.10166666666686,355.91166666666703,360.66555089098443,366.9877066452917,356.49588571678044
396.983,1986,11,30,4,334,48,6,1,2,2.58982727172938,-1.3394482733746849,-26.8799991607666,-68.74199676513672,412.9993333333335,361.8645833333337,362.4814233464352,367.887565445933,359.73485485943803
391.595,1986,12,31,4,365,1,2,1,2,1.688182231974846,1.223876296501795,-5.388000011444092,-11.098999977111816,404.14700000000016,367.6654166666671,363.93710217911337,368.59878848255494,362.28366647068304
408.524,1987,1,31,1,31,5,5,0,0,-2.7795951125762994,-0.5049861166363673,16.929000854492188,43.808998107910156,399.03400000000016,372.91233333333383,366.1664470701577,369.79654482807825,365.9828931530284
401.045,1987,2,28,1,59,9,5,0,0,-3.009279810286301,-1.1166601754956698,-7.479000091552734,-2.0910000801086426,400.3880000000002,378.07833333333383,367.9103747166498,370.7339984832359,368.7878617007861
408.848,1987,3,31,1,90,14,1,0,0,-1.952854621383635,1.3357961051086353,7.802999973297119,-9.126001358032227,406.1390000000002,383.30775000000045,369.9572559808173,371.8774185287388,371.99267276472324
439.665,1987,4,30,2,120,18,3,0,0,-1.2887045374019146,0.19385938106775974,30.816999435424805,38.295997619628906,416.51933333333346,391.55350000000044,373.4426431817764,373.91104597287665,377.40645894354543
461.65,1987,5,31,2,151,22,6,0,0,-0.648059885495905,-1.0564945975330449,21.985000610351562,14.182001113891602,436.7210000000002,401.4972500000004,377.85301102268755,376.5432145936903,384.1459422280618
449.282,1987,6,30,2,181,27,1,0,0,-0.4424797247500303,1.0863991331527167,-12.368000030517578,-43.18499755859375,450.1990000000001,410.37091666666714,381.4244604715532,378.7253781558796,389.3568268498169
450.33,1987,7,31,3,212,31,4,1,2,0.6519639536748908,-0.1378169333438982,1.0479999780654907,-20.937000274658203,453.75400000000013,418.8522500000004,384.8697374479755,380.8735168112032,394.2346807018316
460.98800000000006,1987,8,31,3,243,36,0,1,2,1.0775619920071708,1.7268765086989823,10.657999992370605,23.0260009765625,453.5333333333335,425.9104166666671,388.6756505755767,383.2769513068671,399.57494624568506
460.12,1987,9,30,3,273,40,2,1,2,1.28791304946998,0.5588018725539176,-0.8679999709129333,-1.9159998893737793,457.14600000000013,429.4077500000005,392.24786804679786,385.58224276766106,404.41855054603025
465.764,1987,10,31,4,304,44,5,1,2,2.3823567278949,-0.6654141939426973,5.644000053405762,-5.013999938964844,462.29066666666677,432.89950000000044,395.92367464445795,387.9876954846312,409.32618650234787
468.14,1987,11,30,4,334,49,0,1,2,2.587936888640775,1.4774795367430646,2.375999927520752,3.24399995803833,464.6746666666667,438.82925000000046,399.534490912235,390.39226462009225,414.03129158216007
487.079,1987,12,31,4,365,53,3,1,2,3.2285815405467844,0.22712555814225965,18.93899917602539,13.294999122619629,473.66100000000006,446.7862500000004,403.91171636662324,393.29286668148944,419.8751082555873
477.75800000000004,1988,1,31,1,31,4,6,0,0,-2.8062822680815014,-0.9893591698562442,-9.321000099182129,-11.697000503540039,477.6590000000001,452.5557500000004,407.6040305482921,395.82682068104475,424.5057395951403
442.124,1988,2,29,1,60,9,0,0,0,-2.8207199849220315,1.431734849472399,-35.63399887084961,-54.572998046875,468.9870000000001,455.9790000000003,409.3300290208775,397.2157360606134,425.9152004275291
443.491,1988,3,31,1,91,13,3,0,0,-1.969799616159226,0.37730181705873583,1.3669999837875366,10.687999725341797,454.45766666666674,458.86591666666703,411.0380775698336,398.60399397879496,427.3212643933268
451.55800000000005,1988,4,30,2,121,17,5,0,0,-1.305649532177506,-0.7646349069821394,8.067000389099121,43.70100021362305,445.7243333333334,459.85700000000037,413.0640736913419,400.1926141594311,429.2602032418607
451.32,1988,5,31,2,152,22,1,0,0,-0.6697757769884304,1.2959794812478826,-0.23800000548362732,-1.6050000190734863,448.78966666666673,458.996166666667,414.9768700067748,401.7264357346482,431.02498698251185
451.657,1988,6,30,2,182,26,3,0,0,-0.45942471952562186,0.1279048451028176,0.3370000123977661,-7.7300004959106445,451.5116666666667,459.1940833333337,416.81087650643605,403.22435266260874,432.67554802391095
437.452,1988,7,31,3,213,30,6,1,2,0.6350189588992993,-1.0963112213937978,-14.204999923706055,-13.967000007629395,446.8096666666667,458.12091666666703,417.8429326811142,404.25118208273045,433.0576641819981
431.064,1988,8,31,3,244,35,2,1,2,1.0606169972315795,0.7683822206490835,-6.388000011444092,-6.724999904632568,440.05766666666676,455.6272500000004,418.50398604705845,405.0555666202485,432.89817104743827
413.439,1988,9,30,3,274,39,4,1,2,1.2709680546943882,-0.3996924154959816,-17.625,-3.4200000762939453,427.31833333333344,451.73716666666706,418.2507367447055,405.307069621641,431.34143736364325
406.39,1988,10,31,4,305,44,0,1,2,2.3606408364023754,1.6870598848382303,-7.048999786376953,-0.6609997749328613,416.9643333333334,446.7893333333338,417.6576999074702,405.3395575329918,429.34532237455176
419.966,1988,11,30,4,335,48,2,1,2,2.570991893865184,0.5189852486931654,13.576000213623047,31.201000213623047,413.2650000000001,442.7748333333338,417.77311491209673,405.778350807002,428.59497658458764
419.24800000000005,1988,12,31,4,366,52,5,1,2,3.211636545771193,-0.7313687299076398,-0.7179999947547913,6.330999851226807,415.2013333333334,437.1222500000005,417.84685916649187,406.18244028279196,427.8472184578207
404.445,1989,1,31,1,31,5,1,0,0,-2.8032671417628956,1.353192087358073,-14.803000450134277,-28.37900161743164,414.55300000000005,431.01283333333384,417.17676620816724,406.1303170743082,425.97504098119504
387.973,1989,2,28,1,59,9,1,0,0,-3.0329518394728985,0.7415180284987704,-16.472000122070312,-15.753999710083008,403.8886666666667,426.5002500000005,415.71657789775884,405.58559756207893,422.93487770269945
390.274,1989,3,31,1,90,13,4,0,0,-1.971755753853298,-0.11699405772775182,2.3010001182556152,17.104000091552734,394.23066666666665,422.06550000000055,414.4444490028709,405.12624963521654,420.3220074864835
384.72,1989,4,30,2,120,17,6,0,0,-1.3076056698715777,-1.258930781768627,-5.553999900817871,10.918000221252441,387.6556666666667,416.4956666666672,412.9582265527273,404.51406214616003,417.4738468875649
371.35,1989,5,31,2,151,22,2,0,0,-0.6717319146825016,0.8016836064613952,-13.369999885559082,-15.670999526977539,382.11466666666666,409.83150000000063,410.8778152250909,403.5191402817752,413.78393913655975
367.727,1989,6,30,2,181,26,4,0,0,-0.4613808572196931,-0.3663910296836698,-3.622999906539917,1.930999994277954,374.599,402.8373333333339,408.72027446383635,402.44537607332194,410.099384005635
375.21,1989,7,31,3,212,31,0,1,2,0.6282919244882941,1.7203612706505425,7.482999801635742,20.85300064086914,371.42900000000003,397.6505000000006,407.0447607406445,401.6283147911223,407.3082332851842
365.548,1989,8,31,3,243,35,3,1,2,1.0586608595375082,0.2740863458625959,-9.661999702453613,-6.038999557495117,369.49500000000006,392.19083333333384,404.96992270361227,400.5459053473886,403.96741462236946
361.798,1989,9,30,3,273,39,5,1,2,1.2690119170003167,-0.8939882902824692,-3.75,-11.232999801635742,367.51866666666666,387.88741666666715,402.81132656843164,399.383468186967,400.5938614525799
366.8,1989,10,31,4,304,44,1,1,2,2.3586846987083034,1.1927640100517427,5.001999855041504,14.663999557495117,364.7153333333333,384.58825000000047,401.01076024001003,398.40596414135797,397.89035253637354
394.361,1989,11,30,4,334,48,3,1,2,2.5690357561711124,0.02468937390667783,27.56100082397461,31.31100082397461,374.3196666666667,382.45450000000045,400.6782722280095,398.2846152171172,397.60800433346367
409.655,1989,12,31,4,365,52,6,1,2,3.2096804080771215,-1.2256646046941266,15.293999671936035,10.291999816894531,390.272,381.6550833333337,401.127108616609,398.6257267606037,398.5717639867866
410.11800000000005,1990,1,31,1,31,5,2,0,0,-2.8003866281345657,0.859151530644995,0.46299999952316284,-27.09800148010254,404.7113333333334,382.12783333333374,401.5766531857785,398.97049495778555,399.4954628678437
416.543,1990,2,28,1,59,9,2,0,0,-3.0300713258445686,0.24747747178569257,6.425000190734863,-8.868999481201172,412.1053333333334,384.50866666666707,402.3249705264896,399.49767010905197,400.8592658384162
393.661,1990,3,31,1,90,13,5,0,0,-1.9688752402249676,-0.6110346144408296,-22.881999969482422,-23.344999313354492,406.7740000000001,384.79091666666704,401.8917720001651,399.3225700057804,400.28340457134294
374.92900000000003,1990,4,30,2,120,18,0,0,0,-1.3094960529601813,1.557997028349123,-18.73200035095215,-25.157001495361328,395.04433333333344,383.97500000000036,400.5436334001568,398.59076290560694,398.25505220563554
368.855,1990,5,31,2,151,22,3,0,0,-0.6688514010541724,0.3076430497483176,-6.073999881744385,16.808000564575195,379.14833333333337,383.76708333333363,398.95920173014895,397.6986900184387,395.90304802918473
352.657,1990,6,30,2,181,26,5,0,0,-0.4585003435913635,-0.8604315863967474,-16.197999954223633,2.5340003967285156,365.48033333333336,382.5112500000003,396.6440916436415,396.3474393178855,392.44336418685
361.82,1990,7,31,3,212,31,1,1,2,0.6311724381166236,1.2263207139374646,9.163000106811523,15.23699951171875,361.11066666666665,381.39541666666696,394.9028870614594,395.31161613834894,389.993495051902
394.861,1990,8,31,3,243,35,4,1,2,1.0615413731658376,-0.21995421085048156,33.04100036621094,49.23899841308594,369.7793333333332,383.83816666666695,394.9007927083864,395.29809765419844,390.3828954477499
389.56,1990,9,30,3,273,39,6,1,2,1.2718924306286465,-1.3880288469955464,-5.301000118255615,-14.464000701904297,382.0803333333333,386.15166666666704,394.63375307296707,395.12595472457247,390.3170638119299
381.333,1990,10,31,4,304,44,2,1,2,2.3615652123366337,0.6987234533386654,-8.22700023651123,-41.268001556396484,388.58466666666664,387.3627500000003,393.9687154193187,394.7121660828353,389.59833870697554
381.866,1990,11,30,4,334,48,4,1,2,2.571916269799442,-0.4693511828063998,0.5329999923706055,5.834000110626221,384.253,386.3215000000003,393.36357964835275,394.3267811003503,388.9797516104175
378.161,1990,12,31,4,365,1,0,1,2,1.670271230044907,2.0939733870700805,-3.7049999237060547,4.522000312805176,380.4533333333334,383.69700000000034,392.6034506659351,393.84180766733976,388.1142514815841
384.591,1991,1,31,1,31,5,3,0,0,-2.797506114506237,0.3651109739319177,6.429999828338623,5.896999835968018,381.53933333333333,381.56975000000034,392.20282813263833,393.56428343731955,387.8323913630574
363.74800000000005,1991,2,28,1,59,9,3,0,0,-3.0271908122162383,-0.24656308492738493,-20.843000411987305,-17.13800048828125,375.5,377.17016666666706,390.7800867260064,392.66979493419996,385.90564005401285
363.39,1991,3,31,1,90,13,6,0,0,-1.9659947265966384,-1.1050751711539073,-0.3580000102519989,-6.787999629974365,370.57633333333325,374.6475833333338,389.41058238970606,391.79140108617395,384.1043888496918
358.055,1991,4,30,2,120,18,1,0,0,-1.3066155393318521,1.063956471636045,-5.335000038146973,15.508000373840332,361.73099999999994,373.24141666666713,387.84280327022077,390.7793090535887,382.0204377417165
357.11699999999996,1991,5,31,2,151,22,4,0,0,-0.6659708874258427,-0.1863975069647601,-0.9380000233650208,-0.5800000429153442,359.52066666666656,372.2632500000004,386.3065131067097,389.769439781981,380.0281627223792
366.36,1991,6,30,2,181,26,6,0,0,-0.4556198299630341,-1.3544721431098254,9.243000030517578,14.57800006866455,360.51066666666657,373.40516666666707,385.30918745137416,389.0671565885216,378.9347097045889
368.01300000000003,1991,7,31,3,212,31,2,1,2,0.634052951744953,0.7322801572243873,1.652999997138977,2.5910000801086426,363.82999999999987,373.9212500000004,384.4443780788054,388.43553189086595,378.0609729282218
356.721,1991,8,31,3,243,35,5,1,2,1.064421886794167,-0.7139947675635592,-11.291999816894531,-20.53499984741211,363.69799999999987,370.7429166666671,383.0582091748651,387.48409593414,376.3537750939641
348.46,1991,9,30,3,273,40,0,1,2,1.2700020475400422,1.428898963122202,-8.26099967956543,-9.913999557495117,357.73133333333317,367.3179166666671,381.3282987161218,386.3133730561158,374.12227308644697
358.82599999999996,1991,10,31,4,304,44,3,1,2,2.3644457259649627,0.20468289662558778,10.366000175476074,21.658000946044922,354.66899999999987,365.4423333333338,380.2031837803157,385.4887518644323,372.89857123953124
359.96,1991,11,30,4,334,48,5,1,2,2.5747967834277716,-0.9633917395194774,1.1339999437332153,9.394999504089355,355.74866666666657,363.6168333333338,379.19102459129994,384.7228893084993,371.8634855403688
361.875,1991,12,31,4,365,1,1,1,2,1.6731517436732382,1.5999328303570022,1.9149999618530273,-8.451000213623047,360.2203333333332,362.2596666666671,378.3252233617349,384.0374526292443,371.0644066971393
354.436,1992,1,31,1,31,5,4,0,0,-2.794625600877908,-0.12892958278115985,-7.439000129699707,-8.572999954223633,358.75699999999983,359.7467500000004,377.13076219364814,383.14940905036696,369.73413416136816
353.853,1992,2,29,1,60,9,5,0,0,-2.8042924210015046,-1.0188039302833436,-0.5830000042915344,-2.497999906539917,356.7213333333332,358.922166666667,375.9668740839657,382.27051677885595,368.46364342845874
344.64099999999996,1992,3,31,1,91,14,1,0,0,-1.9581429489556328,1.2377314041338199,-9.211999893188477,-1.7729997634887695,350.97666666666646,357.3597500000003,374.4005803797674,381.1416312754902,366.55783195418206
338.728,1992,4,30,2,121,18,3,0,0,-1.293992864973913,0.09579468009294473,-5.913000106811523,-5.329999923706055,345.7406666666665,355.74916666666695,372.616951360779,379.8692223372255,364.33144539784746
337.039,1992,5,31,2,152,22,6,0,0,-0.653348213067903,-1.1545592985078603,-1.6890000104904175,7.5229997634887695,340.1359999999998,354.07600000000025,370.83805379274,378.58431566710874,362.14804976601965
340.784,1992,6,30,2,182,27,1,0,0,-0.44776805232202843,0.9883344321779016,3.744999885559082,9.657999992370605,338.8503333333332,351.94466666666693,369.335351103103,377.4503061970955,360.4389257847381
352.452,1992,7,31,3,213,31,4,1,2,0.6466756261028925,-0.2358816343187133,11.668000221252441,13.357000350952148,343.4249999999999,350.64791666666696,368.4911835479478,376.7003570111826,359.7999717219591
343.603,1992,8,31,3,244,36,0,1,2,1.072273664435173,1.6288118077241671,-8.848999977111816,-12.593999862670898,345.6129999999999,349.55475000000024,367.24677437055044,375.70743630084706,358.5042139842024
345.3,1992,9,30,3,274,40,2,1,2,1.2826247218979816,0.46073717157910227,1.6970000267028809,-9.971000671386719,347.11833333333317,349.2914166666669,366.1494356520229,374.79521321182165,357.44787686546624
344.277,1992,10,31,4,305,44,5,1,2,2.3770684003229023,-0.7634788949175123,-1.0230000019073486,7.826000213623047,344.3933333333332,348.07900000000024,365.0558138694217,373.879666815467,356.394206716229
334.92400000000004,1992,11,30,4,335,49,0,1,2,2.582648561068777,1.3794148357682494,-9.352999687194824,-11.049999237060547,341.5003333333332,345.99266666666693,363.54922317595054,372.710996811003,354.6765901789307
334.657,1992,12,31,4,366,53,3,1,2,3.223293212974787,0.12906085716744461,-0.2669999897480011,0.7560000419616699,337.9526666666665,343.72450000000026,362.104612017153,371.5693769066729,353.07502296461627
328.99300000000005,1993,1,31,1,31,4,6,0,0,-2.8164072469758996,-1.0876791889044692,-5.664000034332275,3.688999652862549,332.8579999999999,341.6042500000003,360.4490314162953,370.2920855994727,351.148461127447
329.31,1993,2,28,1,59,8,6,0,0,-3.046091944685902,-1.6993532477637716,0.31700000166893005,0.5839999914169312,330.9866666666665,339.55900000000037,358.89207984548057,369.06262303148856,349.40138423725125
329.974,1993,3,31,1,90,13,2,0,0,-1.989666755783235,0.7531030328405337,0.6639999747276306,6.328000068664551,329.42566666666653,338.33675000000034,357.4461758532065,367.8899643405439,347.84719349827117
341.94800000000004,1993,4,30,2,120,17,4,0,0,-1.325516671801515,-0.3888336912003418,11.973999977111816,11.656999588012695,333.74399999999986,338.60508333333365,356.67126706054614,367.11170541032754,347.3752580184095
367.045,1993,5,31,2,151,22,0,0,0,-0.6896429166124395,1.6717806970296802,25.097000122070312,24.433000564575195,346.32233333333323,341.1055833333337,357.18995370751884,367.1097042480177,348.9488373769368
371.914,1993,6,30,2,181,26,2,0,0,-0.47929185914963074,0.5037060608846152,4.86899995803833,-7.105000019073486,360.30233333333325,343.6997500000004,357.9261560221429,367.25383312057716,350.7860503867819
392.034,1993,7,31,3,212,30,5,1,2,0.6151518192752903,-0.7205100056119997,20.1200008392334,-4.976999282836914,376.9976666666666,346.9982500000003,359.6315482210357,367.9972381269598,354.08588635583936
379.795,1993,8,31,3,243,35,1,1,2,1.0407498576075704,1.144183436430881,-12.23900032043457,-17.107999801635742,381.2476666666666,350.01425000000035,360.63972080998394,368.351170983151,356.14261544737224
355.561,1993,9,30,3,273,39,3,1,2,1.2511009150703796,-0.023891199714184044,-24.233999252319336,-44.354000091552734,375.79666666666657,350.8693333333336,360.38578476948476,367.96746585365645,356.0960862115825
364.005,1993,10,31,4,304,43,6,1,2,2.3455445934953003,-1.2481072662107995,8.444000244140625,20.683000564575195,366.4536666666665,352.5133333333336,360.5667455310105,367.8485918780467,356.72879931465593
373.939,1993,11,30,4,334,48,1,1,2,2.551124754241175,0.8947864644749629,9.934000015258789,34.167999267578125,364.5016666666665,355.76458333333363,361.23535825446,368.03130412170526,358.1056153694835
383.24300000000005,1993,12,31,4,365,52,4,1,2,3.1917694061471855,-0.355567514125842,9.303999900817871,0.8599996566772461,373.72899999999987,359.813416666667,362.33574034173694,368.4876549980541,360.11660613992484
387.11,1994,1,31,1,31,5,0,0,0,-2.818297630064504,1.72924862121328,3.867000102996826,-6.066999912261963,381.43066666666647,364.6565000000003,363.5744533246501,369.0463253481124,362.27607764873085
381.658,1994,2,28,1,59,9,0,0,0,-3.0479823277745064,1.117574562353978,-5.452000141143799,-14.756000518798828,384.00366666666645,369.0188333333336,364.47863065841756,369.42467558766907,363.82663143683243
384.0,1994,3,31,1,90,13,3,0,0,-1.9867862421549058,0.2590624761274557,2.3420000076293945,-1.5250000953674316,384.2559999999997,373.52100000000024,365.45469912549663,369.861935320039,365.4405009218858
377.908,1994,4,30,2,120,17,5,0,0,-1.3226361581731856,-0.8828742479134196,-6.0920000076293945,-0.6399998664855957,381.1886666666663,376.5176666666669,366.07736416922177,370.1033172604378,366.437900848135
381.343,1994,5,31,2,151,22,1,0,0,-0.6867624029841098,1.177740140316603,3.434999942779541,1.0929999351501465,381.08366666666626,377.70916666666693,366.8406459607607,370.4405077426247,367.63030878028417
385.714,1994,6,30,2,181,26,3,0,0,-0.47641134552130115,0.009665504171537661,4.370999813079834,10.46299934387207,381.6549999999996,378.8591666666669,367.78431366272264,370.8987125103459,369.07700407786143
385.45,1994,7,31,3,212,30,6,1,2,0.6180323329036199,-1.214550562325077,-0.2639999985694885,-3.6989998817443848,384.1689999999996,378.3105000000003,368.66759797958645,371.3352511350355,370.38684375163257
380.207,1994,8,31,3,243,35,2,1,2,1.0436303712359003,0.6501428797178036,-5.243000030517578,-9.61400032043457,383.79033333333285,378.3448333333336,369.2445680806071,371.6014036009844,371.17245625150196
391.348,1994,9,30,3,273,39,4,1,2,1.2539814286987085,-0.5179317564272616,11.140999794006348,11.404999732971191,385.66833333333284,381.32708333333363,370.34973967657675,372.19380149295483,372.7864997513818
390.164,1994,10,31,4,304,44,0,1,2,2.343654210406696,1.5688205439069505,-1.184000015258789,4.059000015258789,387.23966666666615,383.5070000000003,371.3404526927479,372.7329074481662,374.1766997712713
384.37699999999995,1994,11,30,4,334,48,2,1,2,2.5540052678695044,0.40074590776188557,-5.7870001792907715,-16.92799949645996,388.6296666666661,384.37683333333354,371.99228005811045,373.08223022472123,374.9927237895696
379.48,1994,12,31,4,365,52,5,1,2,3.1946499197755145,-0.849608070838919,-4.896999835968018,-3.7129998207092285,384.6736666666661,384.06325000000015,372.3666660552049,373.2741633179796,375.35170588640403
378.73800000000006,1995,1,31,1,31,5,1,0,0,-2.815417116436174,1.2352080645002026,-0.7419999837875366,5.045000076293945,380.8649999999995,383.3655833333335,372.6852327524446,373.4380784184402,375.6226094154917
376.745,1995,2,28,1,59,9,1,0,0,-3.0451018141461756,0.6235340056409003,-1.9930000305175781,2.9039998054504395,378.32099999999946,382.95616666666683,372.88822111482233,373.537286065887,375.7124006622523
381.82,1995,3,31,1,90,13,4,0,0,-1.9839057285265764,-0.23497808058562186,5.074999809265137,5.816999912261963,379.10099999999943,382.77450000000016,373.3348100590812,373.7857674839104,376.20100860927215
391.339,1995,4,30,2,120,17,6,0,0,-1.3197556445448555,-1.376914804626497,9.519000053405762,11.51200008392334,383.3013333333327,383.8937500000001,374.2350195561271,374.31236445939305,377.41204792053037
385.231,1995,5,31,2,151,22,2,0,0,-0.6838818893557804,0.6836995836035251,-6.107999801635742,-11.182999610900879,386.12999999999937,384.2177500000001,374.7848185783207,374.63992352561127,378.037564086888
387.61800000000005,1995,6,30,2,181,26,4,0,0,-0.4735308318929716,-0.4843750525415399,2.38700008392334,-7.131999969482422,388.062666666666,384.3764166666668,375.42647764940466,375.0292658198429,378.80399895993696
386.13800000000003,1995,7,31,3,212,31,0,1,2,0.6161419498150155,1.6023772477926719,-1.4800000190734863,4.627999782562256,386.32899999999944,384.43375000000015,375.9620537669344,375.3625278452476,379.390719043142
383.50199999999995,1995,8,31,3,243,35,3,1,2,1.0465108848642295,0.15610232300472587,-2.635999917984009,-5.0229997634887695,385.7526666666661,384.7083333333335,376.33905107858766,375.6067120098902,379.71962151969063
