Price,year,month,dayofmonth,quarter,dayofyear,weekofyear,dayofweek,c_DBSCAN,c_BIRCH,pca1,pca2,diff1,diff2,d_m3,d_m12,exp_0_05,exp_0_03,exp_0_08
496.625,1981,4,30,2,120,18,3,0,0,-1.2765545627286357,0.31184340392562976,-3.068000078201294,53.94499969482422,499.03933333333345,583.2410833333334,452.17140161899636,395.30367428236514,504.34185762840826
480.316,1981,5,31,2,151,22,6,0,0,-0.6359099108226265,-0.9385105746751752,-16.30900001525879,-15.20199966430664,492.21133333333347,580.4117500000001,453.5786315380465,397.85404405389414,502.4197890181356
460.5,1981,6,30,2,181,27,1,0,0,-0.43032975007675167,1.2043831560105867,-19.81599998474121,-16.74799919128418,479.14700000000016,568.7212500000002,453.92469996114414,399.7334227322773,499.0662058966848
409.284,1981,7,31,3,212,31,4,1,2,0.6641139283481694,-0.0198329104860282,-51.215999603271484,-34.90699768066406,450.0333333333335,549.0157500000001,451.69266496308694,400.019940050309,491.88362942495
410.24,1981,8,31,3,243,36,0,1,2,1.08971196668045,1.844860531556853,0.9559999704360962,20.77199935913086,426.6746666666668,531.0057500000001,449.62003171493257,400.32654184879976,485.3521390709541
443.773,1981,9,30,3,273,40,2,1,2,1.3000630241432583,0.6767858954117874,33.53300094604492,84.7490005493164,421.09900000000016,511.82508333333345,449.3276801291859,401.6299355933358,482.0258079452778
437.68,1981,10,31,4,304,44,5,1,2,2.3945067025681794,-0.5474301710848272,-6.0929999351501465,-7.048999786376953,430.56433333333354,493.10925000000015,448.74529612272664,402.7114375255357,478.4781433096556
413.405,1981,11,30,4,334,49,0,1,2,2.6000868633140546,1.5954635596009343,-24.274999618530273,-57.80799865722656,431.61933333333354,475.57008333333346,446.9782813165903,403.03224439976964,473.27229184488317
410.119,1981,12,31,4,365,53,3,1,2,3.2407315152200638,0.3451095810001296,-3.2860000133514404,2.806999921798706,420.4013333333335,460.0206666666668,445.13531725076075,403.2448470677765,468.22002849729256
384.163,1982,1,31,1,31,4,6,0,0,-2.7941322934082224,-0.8713751469983743,-25.95599937438965,-1.680999755859375,402.5623333333335,445.5498333333335,442.0867013882227,402.67239165574324,461.4954662175092
374.458,1982,2,28,1,59,8,6,0,0,-3.0238169911182244,-1.4830492058576772,-9.704999923706055,-6.418999671936035,389.5800000000002,435.0213333333334,438.70526631881154,401.8259599060709,454.5324689201085
330.413,1982,3,31,1,90,13,2,0,0,-1.9673918022155572,0.9694070747466283,-44.04499816894531,-18.088998794555664,363.01133333333354,420.9146666666668,433.29065300287095,399.68357110888877,444.60291140649986
350.335,1982,4,30,2,120,17,4,0,0,-1.3032417182338374,-0.17252964929424677,19.922000885009766,29.62700080871582,351.73533333333353,408.72383333333346,429.1428703527274,398.2031139756221,437.06147849397985
334.505,1982,5,31,2,151,22,0,0,0,-0.6673679630447618,1.888084738935775,-15.829999923706055,28.214998245239258,338.4176666666669,396.5729166666668,424.41097683509105,396.2921705563534,428.8569602144615
314.961,1982,6,30,2,181,26,2,0,0,-0.45701690558195307,0.7200101027907102,-19.54400062561035,-39.46600341796875,333.2670000000002,384.4446666666668,418.93847799333645,393.8522354396628,419.7452833973046
337.895,1982,7,31,3,212,30,5,1,2,0.6374267728429679,-0.504205963705905,22.93400001525879,38.763999938964844,329.1203333333335,378.4955833333335,414.8863040936696,392.1735183764729,413.1972607255202
363.413,1982,8,31,3,243,35,1,1,2,1.0630248111752483,1.3604874783369758,25.51799964904785,45.0620002746582,338.75633333333354,374.59333333333353,412.3126388889861,391.31070282517874,409.2145198674786
438.15,1982,9,30,3,273,39,3,1,2,1.273375868638057,0.19241284219191088,74.73699951171875,51.803001403808594,379.81933333333353,374.1247500000002,413.60450694453675,392.71588174042336,411.52935827808034
422.786,1982,10,31,4,304,43,6,1,2,2.367819547062978,-1.0318032243047042,-15.36400032043457,-40.88199996948242,408.11633333333356,372.8835833333335,414.0635815973099,393.61798528821066,412.42988961583393
415.11400000000003,1982,11,30,4,334,48,1,1,2,2.573399707808852,1.1110905063810579,-7.671999931335449,-82.40899658203125,425.3500000000002,373.02600000000024,414.1161025174444,394.26286572956434,412.6446184465672
444.776,1982,12,31,4,365,52,4,1,2,3.2140443597148627,-0.13926347221974678,29.66200065612793,45.0260009765625,427.55866666666697,375.91408333333356,415.6490973915722,395.7782597576774,415.2151289708419
481.838,1983,1,31,1,31,5,0,0,0,-2.7960226764968272,1.9455526631193758,37.0620002746582,44.73400115966797,447.24266666666693,384.05366666666686,418.9585425219936,398.36005196494705,420.54495865317455
493.48800000000006,1983,2,28,1,59,9,0,0,0,-3.025707374206829,1.333878604260073,11.649999618530273,-18.012001037597656,473.3673333333336,393.97283333333354,422.6850153958939,401.21389040599865,426.3804019609206
420.707,1983,3,31,1,90,13,3,0,0,-1.9645112885872278,0.4753665180335507,-72.78099822998047,-109.84300231933594,465.3443333333335,401.49733333333353,422.5861146260992,401.7986836938187,425.926529804047
433.171,1983,4,30,2,120,17,5,0,0,-1.300361204605508,-0.6665702060073243,12.46399974822998,0.814000129699707,449.12200000000024,408.40033333333355,423.1153588947942,402.73985318300413,426.50608741972326
437.39300000000003,1983,5,31,2,151,22,1,0,0,-0.6644874494164322,1.3940441822226977,4.2220001220703125,77.00299835205078,430.42366666666686,416.97433333333356,423.82924095005444,403.77944758751397,427.3770404261454
413.148,1983,6,30,2,181,26,3,0,0,-0.4541363919536237,0.22596954607763273,-24.2450008392334,-36.70899963378906,427.9040000000003,425.1565833333336,423.2951789025517,404.0605041598885,426.2387171920538
422.645,1983,7,31,3,212,30,6,1,2,0.6403072864712974,-0.9982465204189829,9.496999740600586,5.274999618530273,424.3953333333336,432.2190833333336,423.26266995742407,404.61803903509184,425.9512198166895
416.205,1983,8,31,3,243,35,2,1,2,1.0659053248035777,0.8664469216238985,-6.440000057220459,17.80500030517578,417.3326666666669,436.61841666666686,422.90978645955283,404.96564786403906,425.17152223135434
412.245,1983,9,30,3,273,39,4,1,2,1.2762563822663864,-0.30162771452116666,-3.9600000381469727,-13.456999778747559,417.0316666666669,434.45966666666686,422.3765471365752,405.18402842811787,424.137400452846
394.245,1983,10,31,4,304,44,0,1,2,2.365929163974373,1.7851245858130456,-18.0,-11.559999465942383,407.5650000000002,432.0812500000002,420.9699697797464,404.85585757527434,421.74600841661834
381.01599999999996,1983,11,30,4,334,48,2,1,2,2.5762802214371816,0.6170499496679803,-13.229000091552734,-9.269000053405762,395.8353333333336,429.2397500000002,418.97227129075907,404.14066184801607,418.4876077432889
388.06,1983,12,31,4,365,52,5,1,2,3.2169248733431917,-0.6333040289328248,7.044000148773193,25.04400062561035,387.77366666666694,424.5134166666669,417.4266577262211,403.65824199257554,416.0533991238258
